node,deg,deg_norm,betweenness,eigenvector,pagerank,cluster
troubling,50,0.007226478,1.39E-07,0.007389984,7.58E-05,6
trough,140,0.020234138,3.55E-05,0.014715376,0.000209177,2
troy,373,0.053909524,0.00033546,0.024075807,0.000438283,0
trt,1677,0.242376066,0.008590032,0.044901544,0.000949237,2
trt.â,19,0.002746062,7.73E-08,0.003390438,4.75E-05,6
trucker,14,0.002023414,1.80E-08,0.002794545,4.74E-05,0
TRUE,336,0.048561931,0.000207396,0.025067876,0.000356101,0
truly,106,0.015320133,8.66E-06,0.012445943,0.000155623,0
trunk,18,0.002601532,7.35E-09,0.003443757,5.21E-05,7
trust,92,0.013296719,8.97E-06,0.011746335,0.000140148,2
trusted,37,0.005347594,1.78E-06,0.005377482,8.82E-05,9
trustworthy,20,0.002890591,7.65E-08,0.003786063,5.45E-05,0
truth,35,0.005058534,3.68E-06,0.005204701,8.57E-05,6
truven,20,0.002890591,2.73E-07,0.003209735,6.66E-05,4
try,721,0.10420581,0.001035049,0.035318579,0.000579914,0
tsh,120,0.017343547,1.79E-05,0.011253725,0.000160474,7
ttrial,85,0.012285012,3.49E-05,0.009130553,0.000145895,9
tub,18,0.002601532,1.19E-07,0.002812224,5.73E-05,7
tube,78,0.011273305,4.82E-05,0.007369039,0.000173948,2
tuberculosis,47,0.006792889,8.54E-06,0.005021343,0.000115533,3
tuft,20,0.002890591,5.48E-08,0.003297817,6.06E-05,6
tumor,224,0.032374621,7.16E-05,0.015671312,0.000237562,7
tumour,75,0.010839717,1.64E-05,0.008576072,0.000123681,7
tune,81,0.011706894,5.94E-06,0.011188932,0.000125368,0
tuning,20,0.002890591,2.31E-07,0.003365086,5.99E-05,2
turley,12,0.001734355,2.21E-07,0.001796284,6.02E-05,5
turn,338,0.04885099,0.000189298,0.023851244,0.000317735,0
turner,29,0.004191357,3.81E-07,0.003939979,6.88E-05,7
tweak,19,0.002746062,6.86E-07,0.00313882,6.21E-05,10
twice,272,0.039312039,0.000142074,0.021721651,0.000301888,2
twist,21,0.003035121,9.17E-07,0.003019196,6.65E-05,2
twitter,18,0.002601532,1.79E-06,0.002294288,6.96E-05,8
tyler,20,0.002890591,4.88E-06,0.001178026,0.000107492,5
type,864,0.124873537,0.001668211,0.035337718,0.000647594,7
type-2,38,0.005492123,1.64E-07,0.006007998,7.15E-05,7
typical,243,0.035120682,4.81E-05,0.020154677,0.000232493,6
typically,789,0.11403382,0.00102539,0.036855541,0.000582047,2
tügertimur,20,0.002890591,6.66E-06,0.001607734,0.000100634,9
u.s,222,0.032085561,0.000168604,0.018331054,0.000293412,9
u01,14,0.002023414,4.14E-08,0.002121311,6.01E-05,9
uab,34,0.004914005,1.69E-06,0.00517305,7.58E-05,9
ucf,15,0.002167943,4.79E-08,0.002232559,6.16E-05,1
uchicago,17,0.002457002,7.22E-08,0.003312732,5.57E-05,9
ucla,66,0.009538951,1.79E-05,0.008314601,0.000133181,9
ucsf,14,0.002023414,8.34E-08,0.002698529,4.70E-05,9
uhealth,17,0.002457002,1.97E-07,0.00285306,5.63E-05,9
ukas,20,0.002890591,7.19E-07,0.003318134,7.09E-05,9
ultimate,67,0.00968348,3.10E-05,0.008736673,0.00013486,9
ultimately,227,0.032808209,7.93E-05,0.021377493,0.000272807,0
ultrasound,70,0.010117069,4.54E-06,0.009478388,0.000120679,0
umiami,19,0.002746062,7.98E-07,0.002590972,6.80E-05,8
unable,147,0.021245845,3.87E-05,0.013727412,0.00017976,7
unabridged,17,0.002457002,7.87E-06,0.002256059,6.97E-05,8
unachievable,19,0.002746062,4.75E-07,0.003034643,6.26E-05,7
unaddresse,19,0.002746062,3.64E-08,0.00314252,5.85E-05,7
unattached,33,0.004769475,1.29E-06,0.004373261,7.06E-05,7
unavailable,53,0.007660066,3.23E-06,0.007709068,0.000101509,2
unavoidable,20,0.002890591,4.65E-08,0.003584279,6.11E-05,0
unaware,36,0.005203064,2.37E-07,0.006039139,7.19E-05,4
unbelievable,20,0.002890591,7.55E-07,0.003124001,7.70E-05,11
unbelievably,17,0.002457002,6.39E-07,0.0026914,6.64E-05,6
unbiased,38,0.005492123,1.12E-06,0.005617804,8.16E-05,0
unblinde,25,0.003613239,7.13E-08,0.004728849,6.18E-05,4
unblock,19,0.002746062,1.48E-07,0.003171082,6.32E-05,4
unbound,79,0.011417835,3.79E-06,0.009393119,0.000116342,7
unc,16,0.002312473,1.35E-07,0.002630666,5.94E-05,0
uncertain,20,0.002890591,8.40E-08,0.003912017,5.75E-05,4
uncertainty,34,0.004914005,2.20E-06,0.005583715,8.26E-05,4
unchecked,32,0.004624946,2.52E-07,0.004975294,7.06E-05,7
unclear,128,0.018499783,1.63E-05,0.012305504,0.00015824,4
uncomfortable,149,0.021534904,5.03E-05,0.014614625,0.00021355,2
uncommon,57,0.008238185,2.21E-06,0.007884801,9.77E-05,6
uncompromised,20,0.002890591,6.31E-08,0.003865819,5.52E-05,9
unconscious,20,0.002890591,9.20E-08,0.004046744,6.08E-05,6
uncontrolle,64,0.009249892,3.32E-06,0.008114344,0.000111068,7
uncontrolled,45,0.00650383,5.98E-07,0.006690618,8.75E-05,7
uncover,17,0.002457002,3.47E-09,0.00320342,4.31E-05,6
undecanoate,216,0.031218384,0.000104494,0.018853977,0.000271508,2
undeconate,27,0.003902298,3.49E-07,0.004429129,6.73E-05,2
undenaconate,16,0.002312473,1.66E-07,0.003032979,5.56E-05,2
underactive,34,0.004914005,5.37E-07,0.005508949,7.27E-05,7
underarm,85,0.012285012,6.25E-06,0.010150959,0.000128965,2
underdeveloped,11,0.001589825,5.63E-08,0.001772615,4.78E-05,7
underdevelopment,16,0.002312473,3.50E-08,0.002337089,5.97E-05,7
underestimate,37,0.005347594,2.35E-06,0.005737261,8.16E-05,6
undergo,329,0.047550224,0.000123765,0.024191699,0.000316151,7
undergrad,20,0.002890591,3.24E-07,0.003067912,7.17E-05,0
undergraduate,30,0.004335887,2.89E-06,0.004555988,8.48E-05,4
underlie,267,0.038589392,4.22E-05,0.021034491,0.00024524,7
underlying,266,0.038444862,4.44E-05,0.020353861,0.000252773,7
undermine,20,0.002890591,1.98E-07,0.003382311,7.24E-05,6
underproducing,18,0.002601532,3.05E-08,0.003081001,4.84E-05,4
underproduction,53,0.007660066,7.77E-07,0.007613689,8.72E-05,6
underscore,19,0.002746062,2.04E-07,0.003331639,6.27E-05,4
understand,702,0.101459749,0.000728341,0.033560831,0.000506894,0
understandably,19,0.002746062,2.64E-08,0.003609334,6.21E-05,7
understanding,269,0.038878451,9.43E-05,0.022495553,0.000291675,4
understate,20,0.002890591,7.74E-07,0.002989014,6.72E-05,0
undert,20,0.002890591,3.93E-08,0.00382276,5.63E-05,0
undertake,66,0.009538951,6.22E-06,0.008655593,0.000119926,4
underutilise,18,0.002601532,9.80E-08,0.003086692,4.83E-05,6
underwater,18,0.002601532,2.17E-06,0.00221529,7.61E-05,0
undescende,36,0.005203064,9.74E-07,0.004871417,8.05E-05,7
undescended,98,0.014163897,2.68E-05,0.009849873,0.000167183,7
undesirable,61,0.008816303,1.51E-05,0.00746639,0.000116643,6
undiagnose,19,0.002746062,1.10E-07,0.00340071,6.20E-05,4
undiagnosed,18,0.002601532,2.72E-07,0.003318054,5.90E-05,6
uneasy,17,0.002457002,4.04E-08,0.003320432,5.11E-05,4
unequivocally,59,0.008527244,1.30E-06,0.007336954,9.57E-05,4
unevaluated,29,0.004191357,4.35E-08,0.005021038,6.17E-05,7
unexpected,37,0.005347594,5.50E-06,0.005762551,8.10E-05,11
unexplained,113,0.01633184,1.52E-05,0.011663213,0.000152088,6
unfamiliar,35,0.005058534,1.02E-07,0.006578896,7.04E-05,2
unfavorable,35,0.005058534,6.01E-07,0.005346985,7.53E-05,4
unfavourable,20,0.002890591,2.27E-08,0.003823195,5.67E-05,7
unfortunately,238,0.034398034,7.42E-05,0.021155767,0.000273469,0
ungrade,19,0.002746062,3.05E-07,0.003871867,5.41E-05,4
unhealthy,93,0.013441249,1.34E-05,0.010795449,0.000142857,7
unhelpful,18,0.002601532,7.54E-09,0.003287914,5.28E-05,6
uniformly,16,0.002312473,1.65E-08,0.002678078,5.05E-05,0
unintended,18,0.002601532,3.16E-08,0.003274332,5.38E-05,6
unintentional,18,0.002601532,9.61E-08,0.003168138,5.90E-05,0
unique,361,0.05217517,0.000198628,0.026797907,0.0003711,2
unit,17,0.002457002,2.89E-09,0.003121684,4.78E-05,4
united,146,0.021101315,9.18E-05,0.013850401,0.000220064,9
universal,46,0.00664836,1.38E-05,0.005084705,0.000102511,9
universally,17,0.002457002,1.58E-08,0.003056925,5.29E-05,6
university,476,0.068796069,0.001657277,0.022617982,0.000613957,9
unknown,103,0.014886544,7.08E-06,0.011703511,0.000141722,4
unlike,169,0.024425495,2.65E-05,0.016287635,0.000195251,6
unlikely,140,0.020234138,1.02E-05,0.014573237,0.000166215,7
unlimited,17,0.002457002,3.04E-08,0.003174603,5.81E-05,9
unlock,47,0.006792889,3.87E-06,0.006417412,9.73E-05,6
unmask,19,0.002746062,5.58E-07,0.003308802,5.78E-05,7
unmatched,19,0.002746062,1.49E-08,0.003840036,5.68E-05,0
unnecessary,28,0.004046828,1.83E-07,0.004515804,6.01E-05,4
unnoticed,13,0.001878884,5.57E-08,0.002247182,4.17E-05,6
unpleasant,116,0.016765429,2.33E-05,0.012685204,0.0001618,6
unprocessed,20,0.002890591,1.40E-07,0.003541438,6.44E-05,10
unpublished,19,0.002746062,6.73E-08,0.003258803,6.43E-05,4
unrealistic,20,0.002890591,9.49E-08,0.003580261,6.10E-05,6
unreasonable,16,0.002312473,8.27E-08,0.003099837,5.45E-05,7
unregulated,50,0.007226478,3.07E-06,0.007479365,0.000103283,2
unrelated,32,0.004624946,2.69E-07,0.005267141,6.82E-05,6
unresolved,17,0.002457002,6.18E-09,0.003349536,4.65E-05,7
unsafe,108,0.015609192,3.47E-06,0.012080115,0.00012946,7
unsatisfactory,20,0.002890591,2.39E-08,0.003595125,5.20E-05,6
unsettling,19,0.002746062,3.32E-08,0.003484608,5.34E-05,6
unstable,16,0.002312473,6.50E-09,0.003305664,4.64E-05,4
unsubscribe,18,0.002601532,7.81E-08,0.003274447,5.85E-05,0
unsure,32,0.004624946,8.74E-07,0.005372472,7.51E-05,6
unsustainable,16,0.002312473,2.86E-08,0.002710412,5.53E-05,7
untested,17,0.002457002,1.73E-07,0.002836036,6.39E-05,0
untreated,176,0.025437202,1.57E-05,0.015938672,0.000186564,7
untrue,18,0.002601532,2.21E-07,0.003375722,6.02E-05,0
unused,19,0.002746062,6.16E-08,0.003613672,5.72E-05,2
unusual,93,0.013441249,1.40E-05,0.010480605,0.000141319,7
unusually,18,0.002601532,1.55E-08,0.00325596,4.74E-05,4
unveil,17,0.002457002,1.72E-07,0.003180303,5.84E-05,4
unverified,20,0.002890591,6.43E-07,0.002944093,6.85E-05,9
unwanted,143,0.020667727,1.90E-05,0.014157058,0.000178492,6
unwashe,20,0.002890591,5.56E-08,0.003564524,6.06E-05,2
unwaveringly,17,0.002457002,1.07E-07,0.003297727,5.68E-05,0
update,240,0.034687094,0.000196009,0.01823928,0.000311962,4
update.11,19,0.002746062,3.62E-08,0.003825045,6.39E-05,4
upload,16,0.002312473,4.99E-08,0.002243733,6.84E-05,1
upmc,83,0.011995953,3.80E-05,0.008082279,0.000152937,9
upper,277,0.040034687,0.000204778,0.021118444,0.000337936,2
upset,20,0.002890591,6.36E-08,0.003523029,5.55E-05,7
upside,53,0.007660066,1.90E-06,0.00750844,9.61E-05,6
uptake,46,0.00664836,5.78E-06,0.006382425,0.000106187,2
uptick,19,0.002746062,3.58E-07,0.003017518,6.83E-05,9
upward,18,0.002601532,4.57E-08,0.002843281,6.54E-05,2
upwards,20,0.002890591,3.21E-08,0.003656144,5.59E-05,6
urea,60,0.008671773,2.33E-05,0.006187925,0.000140948,7
urethra,48,0.006937419,5.58E-06,0.006163201,0.000103778,2
urethral,35,0.005058534,1.98E-06,0.004987591,9.68E-05,2
urge,117,0.016909958,1.73E-05,0.013719242,0.000170222,0
urgency,34,0.004914005,1.42E-06,0.005105595,8.81E-05,7
urgent,90,0.01300766,2.32E-05,0.010063789,0.000161805,0
urinary,301,0.043503396,0.000189712,0.021203645,0.000337949,7
urinate,33,0.004769475,2.15E-06,0.004783814,8.61E-05,7
urinating,61,0.008816303,7.26E-06,0.007592502,0.000103609,7
urination,43,0.006214771,2.18E-06,0.006123307,9.48E-05,7
urine,46,0.00664836,2.65E-06,0.006562818,9.59E-05,2
urmc,83,0.011995953,2.15E-05,0.009766762,0.000167989,9
urol,61,0.008816303,2.37E-05,0.006074433,0.000165959,4
urologia,13,0.001878884,9.21E-08,0.001377179,7.26E-05,8
urologic,132,0.019077901,2.54E-05,0.013118102,0.000181417,9
urological,231,0.033386328,0.000206729,0.017979042,0.000289267,4
urologist,629,0.090909091,0.000873695,0.031206803,0.000560332,0
urology,575,0.083104495,0.002448939,0.026496097,0.000651849,9
urotronic,19,0.002746062,4.12E-07,0.002359472,7.77E-05,9
usa,36,0.005203064,1.88E-05,0.00411952,0.000120112,2
usable,15,0.002167943,1.85E-08,0.002695019,4.75E-05,7
usage,97,0.014019367,2.15E-05,0.012419508,0.000162574,2
usc,40,0.005781182,1.23E-06,0.005753592,8.61E-05,9
use,1303,0.188322012,0.005324722,0.044745832,0.000926049,7
useful,190,0.027460616,6.19E-05,0.018643645,0.000245494,2
user,125,0.018066195,2.46E-05,0.01432352,0.000173675,4
uss,20,0.002890591,2.17E-08,0.003842724,5.71E-05,4
usual,82,0.011851424,1.48E-05,0.009784264,0.000128031,7
usually,658,0.095100448,0.000786783,0.032134046,0.000510059,2
utah,193,0.027894204,0.000124274,0.01514841,0.000260874,0
utero,31,0.004480416,2.22E-07,0.004706561,6.81E-05,7
uterus,33,0.004769475,9.19E-07,0.004749539,7.59E-05,7
uti,21,0.003035121,1.64E-07,0.003430063,6.26E-05,7
utilisation,20,0.002890591,9.62E-08,0.003732749,5.96E-05,6
utilise,49,0.007081948,6.87E-07,0.007423912,9.17E-05,2
utilization,17,0.002457002,5.52E-08,0.003008444,5.21E-05,7
utilize,192,0.027749675,6.52E-05,0.017647962,0.000233086,4
utlized,18,0.002601532,6.83E-09,0.003090939,4.59E-05,7
uva,126,0.018210724,7.13E-05,0.013170801,0.000205169,9
vaccine,36,0.005203064,5.11E-06,0.00470269,9.96E-05,3
vacuum,62,0.008960832,1.10E-05,0.007428352,0.000131347,2
vaginal,34,0.004914005,7.55E-08,0.005125007,6.83E-05,6
vague,19,0.002746062,5.77E-07,0.003211295,5.60E-05,0
valenti,20,0.002890591,1.21E-05,0.001580441,9.56E-05,5
valet,18,0.002601532,7.23E-08,0.003079618,6.09E-05,0
valid,96,0.013874837,4.19E-05,0.010819269,0.000172114,5
validate,134,0.019366961,1.88E-05,0.013072103,0.000167232,4
validated,34,0.004914005,2.06E-07,0.00566218,7.67E-05,4
validity,19,0.002746062,3.84E-06,0.002734203,7.22E-05,5
valuable,68,0.00982801,1.05E-05,0.009100309,0.000120477,9
value,339,0.04899552,0.000207835,0.024629909,0.000362656,2
values.428,17,0.002457002,2.99E-08,0.003220519,5.77E-05,2
van,77,0.011128776,4.30E-05,0.008628746,0.00016327,9
vancouver,25,0.003613239,3.37E-06,0.003231697,8.03E-05,9
vanity,18,0.002601532,1.45E-07,0.003870269,5.51E-05,0
vardenafil,54,0.007804596,7.28E-06,0.007291926,0.000112246,2
variability,187,0.027027027,5.86E-05,0.018483594,0.000255989,4
variable,165,0.023847377,5.15E-05,0.017275207,0.000234027,2
variably,35,0.005058534,5.18E-06,0.005625086,8.44E-05,2
variance,19,0.002746062,3.63E-08,0.00354788,5.76E-05,4
variant,17,0.002457002,1.87E-06,0.002767305,5.98E-05,2
variation,154,0.022257552,4.69E-05,0.015536315,0.000213864,2
varie,105,0.015175603,9.34E-06,0.012662797,0.0001457,2
varied,51,0.007371007,2.99E-06,0.007276714,0.000107556,4
variety,359,0.051886111,0.000200501,0.024834374,0.000325428,0
vary,556,0.080358433,0.000400006,0.029909033,0.000442105,4
varying,18,0.002601532,5.08E-08,0.00292892,5.41E-05,4
vascular,140,0.020234138,3.45E-05,0.013312877,0.000188879,0
vascularity,16,0.002312473,6.86E-09,0.00354445,5.02E-05,2
vasectomy,46,0.00664836,4.82E-06,0.006099329,0.000103606,0
vast,67,0.00968348,5.47E-06,0.008907545,0.000122068,0
vastly,20,0.002890591,2.56E-07,0.004145591,5.95E-05,0
vattikuti,12,0.001734355,7.03E-09,0.001964516,4.59E-05,9
veciana,20,0.002890591,1.89E-06,0.002829845,7.23E-05,8
vegetable,139,0.020089608,0.00017091,0.011913909,0.000266912,10
vegetarian,19,0.002746062,1.04E-07,0.003302048,5.83E-05,9
vein,92,0.013296719,2.74E-05,0.009767673,0.000135243,2
vendor,38,0.005492123,5.82E-06,0.005053203,0.000105399,2
venesection,18,0.002601532,9.68E-08,0.003333629,5.54E-05,7
venkataramany,39,0.005636653,3.05E-05,0.004347439,0.000133234,9
venothrombolic,21,0.003035121,9.05E-09,0.00370808,5.48E-05,4
venous,62,0.008960832,7.69E-06,0.007933162,0.000126474,4
ventilator,18,0.002601532,7.10E-09,0.00324934,4.83E-05,0
ventura,20,0.002890591,5.82E-07,0.002704228,8.19E-05,5
verbal,29,0.004191357,1.78E-07,0.005000908,7.12E-05,6
verboon,20,0.002890591,7.10E-07,0.002724727,8.50E-05,5
verify,60,0.008671773,2.08E-06,0.008078763,0.000100094,2
versa,19,0.002746062,3.65E-08,0.003504838,5.51E-05,0
versabase,30,0.004335887,1.16E-06,0.004926059,8.07E-05,2
versatile,36,0.005203064,8.75E-06,0.004703197,0.000101306,10
version,130,0.018788842,0.000112647,0.01361487,0.000204691,8
versus,202,0.02919497,4.95E-05,0.018267428,0.000225576,2
vesicle,20,0.002890591,1.42E-07,0.003659061,6.75E-05,2
vessel,204,0.029484029,6.55E-05,0.017481483,0.000249373,7
veteran,19,0.002746062,1.53E-08,0.003307163,5.03E-05,6
viable,48,0.006937419,2.44E-06,0.007191237,9.06E-05,2
viagra,61,0.008816303,6.04E-06,0.007457431,0.000121333,2
vial,50,0.007226478,1.45E-05,0.006408491,0.000119154,2
vibrant,35,0.005058534,1.19E-06,0.005785342,8.43E-05,6
vibrator,18,0.002601532,1.15E-07,0.003614792,5.71E-05,0
vice,20,0.002890591,7.27E-08,0.003632898,5.59E-05,0
vicious,19,0.002746062,3.67E-08,0.003861608,5.48E-05,6
victoria,19,0.002746062,2.70E-07,0.003132051,6.63E-05,0
video,124,0.017921665,4.78E-05,0.012609272,0.000200955,2
view,231,0.033386328,0.000159149,0.018995893,0.000278083,0
viewing,19,0.002746062,5.43E-07,0.002803102,7.37E-05,6
vigen,18,0.002601532,8.37E-08,0.003495494,5.26E-05,4
vigilant,20,0.002890591,2.50E-08,0.003916809,5.08E-05,7
vignera,19,0.002746062,3.16E-07,0.002239422,8.33E-05,5
vigor,48,0.006937419,1.12E-06,0.006691652,8.73E-05,6
vigorous,59,0.008527244,7.68E-07,0.008555157,9.41E-05,10
vigorously,18,0.002601532,5.86E-09,0.003481571,4.94E-05,7
vincenzi,19,0.002746062,3.24E-07,0.002267506,8.55E-05,5
vinci,19,0.002746062,7.39E-08,0.003254486,6.61E-05,7
violence,17,0.002457002,5.64E-07,0.002054651,7.22E-05,9
viral,35,0.005058534,3.02E-06,0.004932166,8.13E-05,7
virgin,16,0.002312473,7.64E-07,0.002566003,5.75E-05,10
virginia,37,0.005347594,8.02E-06,0.004649131,0.000110079,9
virility,37,0.005347594,5.10E-06,0.005538077,8.26E-05,6
virormone,15,0.002167943,1.07E-07,0.002517959,5.96E-05,2
virtual,85,0.012285012,5.67E-05,0.009845624,0.000166087,0
virtually,14,0.002023414,2.90E-08,0.001960072,5.85E-05,9
virulence,19,0.002746062,5.36E-08,0.003560792,5.66E-05,4
virus,62,0.008960832,1.20E-05,0.007064633,0.000135135,7
visceral,95,0.013730308,2.23E-05,0.010127935,0.000153316,6
viscosity,45,0.00650383,4.24E-06,0.00666831,0.000106739,2
viscous,16,0.002312473,3.58E-09,0.003252025,4.85E-05,2
visible,51,0.007371007,4.28E-06,0.007325923,0.000108343,7
visibly,19,0.002746062,3.98E-08,0.003753828,5.76E-05,0
vision,71,0.010261598,1.18E-05,0.008892179,0.000122437,7
visit,391,0.056511057,0.000482246,0.026316498,0.000418159,0
visitor,47,0.006792889,5.29E-06,0.005998226,0.000113167,0
visual,92,0.013296719,6.03E-05,0.009599021,0.000183008,5
visuospatial,18,0.002601532,7.53E-08,0.003397164,5.92E-05,6
vitaility,17,0.002457002,1.38E-08,0.003385311,5.53E-05,9
vital,207,0.029917618,3.15E-05,0.018463568,0.000222377,6
vitality,386,0.055788409,0.00030506,0.025535769,0.000397827,6
vitamin,368,0.053186877,0.000349968,0.022786811,0.000395,10
vlcfa,20,0.002890591,2.47E-07,0.002870384,6.39E-05,7
vocabulary,18,0.002601532,3.93E-07,0.003092903,6.39E-05,4
vocal,15,0.002167943,5.14E-08,0.002731959,5.29E-05,7
vogelxo,18,0.002601532,7.20E-08,0.002499296,6.69E-05,2
voice,243,0.035120682,7.14E-05,0.017135685,0.000243501,6
void,19,0.002746062,1.28E-07,0.003321656,5.96E-05,4
voiding,48,0.006937419,7.37E-06,0.006247223,0.000103094,5
vol,20,0.002890591,1.57E-06,0.002821194,8.24E-05,5
volume,269,0.038878451,0.000252407,0.019590144,0.000347347,4
volume.61,19,0.002746062,2.34E-07,0.003374258,6.15E-05,4
vomit,19,0.002746062,2.30E-07,0.003224064,6.51E-05,0
vomiting,16,0.002312473,8.52E-08,0.002397154,6.28E-05,6
vote,31,0.004480416,1.67E-06,0.003890053,9.90E-05,9
voter,34,0.004914005,3.02E-06,0.004879533,9.75E-05,9
vs.,45,0.00650383,1.16E-06,0.006320784,8.70E-05,7
vte,36,0.005203064,4.60E-07,0.005849045,7.75E-05,4
vulnerable,62,0.008960832,6.41E-06,0.007977073,0.000126142,0
waist,136,0.01965602,2.32E-05,0.013021119,0.000181909,4
waistline,18,0.002601532,4.83E-08,0.002868091,6.32E-05,6
wait,163,0.023558318,7.00E-05,0.016159445,0.000221163,0
waiting,82,0.011851424,1.30E-05,0.010832408,0.000154216,0
wake,123,0.017777135,2.05E-05,0.01428197,0.000179213,0
walk,136,0.01965602,9.25E-05,0.013067786,0.000209295,0
walking,19,0.002746062,2.92E-08,0.003037404,5.36E-05,6
wall,36,0.005203064,9.41E-06,0.004756062,0.000102136,6
walloping,20,0.002890591,4.66E-07,0.003489147,6.68E-05,0
walsh,18,0.002601532,7.50E-08,0.003248128,6.34E-05,4
wane,37,0.005347594,2.87E-06,0.005332924,8.55E-05,2
wang,45,0.00650383,2.24E-05,0.003061065,0.000154081,5
want,827,0.119525943,0.001820313,0.037918613,0.000671675,0
war,13,0.001878884,6.51E-08,0.001278797,6.73E-05,0
warm,19,0.002746062,1.08E-07,0.002798096,6.50E-05,6
warn,96,0.013874837,1.29E-05,0.011263536,0.000156806,4
warning,201,0.029050441,8.59E-05,0.018029395,0.000253439,4
warrant,116,0.016765429,1.91E-05,0.011357268,0.000160093,4
warren,10,0.001445296,0,0.001849559,4.29E-05,9
wary,53,0.007660066,4.44E-06,0.006958568,0.000108593,10
wash,77,0.011128776,1.02E-05,0.00981512,0.000129249,2
washing,19,0.002746062,4.12E-07,0.00338932,6.60E-05,2
washington,157,0.02269114,9.31E-05,0.014329537,0.000249028,9
waste,74,0.010695187,7.11E-06,0.009523268,0.000141772,0
wasting,20,0.002890591,1.99E-07,0.003534508,5.87E-05,6
watch,183,0.026448909,0.000196165,0.016516491,0.000249983,0
