node,stability,mode_cluster
exam,0.3925,0
respond,0.41,2
active,0.4025,0
addition,0.375,4
negative,0.455,0
difficult,0.405,1
serum,0.3425,3
bloodstream,0.33,3
optimize,0.355,3
absorbed,0.3375,3
young,0.3,1
utlized,0.4175,0
patch,0.33,3
thyroid,0.4475,0
order,0.305,2
practice,0.51,6
liver,0.4475,0
topical,0.33,3
significantly,0.39,0
andropause,0.36,4
unique,0.3675,3
meet,0.43,2
voice,0.4525,0
formulation,0.33,3
point,0.4,1
correct,0.4025,0
sugar,0.665,7
center,0.3725,5
dose,0.33,3
hypothalamus,0.4475,0
daily,0.33,3
performance,0.3775,4
address,0.2775,3
american,0.3575,3
expect,0.3175,1
ongoing,0.4275,2
later,0.445,0
worsen,0.465,0
wellness,0.245,4
uncover,0.38,0
determine,0.335,3
ensure,0.4075,2
prepared,0.405,1
history,0.34,2
necessarily,0.405,1
sense,0.275,1
complete,0.35,3
simply,0.2675,7
inject,0.33,3
promote,0.25,7
radiation,0.4475,0
positive,0.305,4
luteinize,0.4475,0
stimulating,0.4475,0
osteoporosis,0.34,0
postmenopausal,0.375,4
growth,0.4625,0
answer,0.405,1
eat,0.6775,7
poor,0.3775,4
present,0.355,3
cognitive,0.3775,4
commonly,0.385,0
outcome,0.3375,3
combine,0.32,3
swing,0.3775,4
dosage,0.33,3
approve,0.33,3
schedule,0.335,3
strong,0.3525,3
facial,0.3425,0
secondary,0.4475,0
signs.(moderate,0.34,3
play,0.365,4
gonadotropin,0.4475,0
comprehensive,0.4175,2
oral,0.33,3
contribute,0.465,0
topic,0.395,1
variety,0.3925,1
concentration,0.285,2
morning,0.395,2
size,0.46,0
improvement,0.315,3
lab,0.2375,0
slow,0.3225,3
chronic,0.4475,0
elevated,0.4625,0
directly,0.33,3
red,0.465,0
evaluate,0.3375,3
approach,0.3025,2
achieve,0.34,3
administration,0.33,3
fast,0.33,3
particularly,0.305,7
decide,0.405,1
live,0.405,1
absorb,0.33,3
responsible,0.4625,0
onset,0.5225,6
bad,0.4075,1
guideline,0.3725,3
minute,0.33,3
puberty,0.45,0
relationship,0.28,1
exogenous,0.4475,0
assess,0.35,2
scot,0.405,1
actually,0.405,1
regular,0.325,2
strength,0.3775,4
mental,0.275,1
monitor,0.4675,2
week,0.33,3
enhance,0.2975,4
potentially,0.395,2
reach,0.2625,1
event,0.3425,3
stop,0.4275,1
sure,0.405,1
want,0.405,1
fertility,0.4575,0
prescription,0.3475,3
appointment,0.2325,2
defy,0.3275,3
appear,0.3125,0
pressure,0.4225,0
syndrome,0.4475,0
placebo.53,0.3425,2
sperm,0.4575,0
apnea,0.4475,0
begin,0.3575,0
psychological,0.3775,4
safe,0.3175,2
possible,0.3525,2
online,0.5225,6
apply,0.33,3
analysis,0.3425,3
stimulate,0.4475,0
ovary,0.4475,0
system,0.305,4
lose,0.4025,1
clinical,0.3775,3
cell,0.46,0
skin,0.33,3
read,0.34,0
recommend,0.465,2
drop,0.38,0
available,0.52,6
ability,0.3775,4
protein,0.6775,7
add,0.64,7
protocol,0.35,3
testing,0.335,2
physician,0.3725,0
hamper,0.4475,0
development,0.4525,0
new,0.3525,5
goal,0.355,3
control,0.3475,3
likely,0.3675,1
receive,0.2725,5
case,0.2725,2
healthcare,0.27,0
necessary,0.31,2
article,0.255,3
create,0.325,3
generally,0.3275,0
today,0.405,1
density,0.375,4
ask,0.405,1
adult,0.5225,6
reproductive,0.43,0
stroke,0.33,3
team,0.34,5
support,0.3625,5
halt,0.3375,3
occur,0.455,0
testicular,0.4475,0
type,0.4475,0
plan,0.345,3
evidence,0.3525,3
brain,0.4475,0
confirm,0.4,2
information,0.3775,0
infertility,0.4625,0
able,0.405,1
accord,0.3425,3
method,0.33,3
month,0.325,3
cardiovascular,0.34,3
urologist,0.41,1
review,0.37,6
deliver,0.33,3
maybe,0.405,1
stay,0.41,1
obesity,0.4475,0
progressively,0.44,0
erection,0.3875,4
drug,0.33,1
diabetes,0.4475,0
smith,0.405,1
activity,0.3775,4
regulate,0.4475,0
appropriate,0.33,2
seek,0.42,1
recommendation,0.3375,3
checker,0.4025,0
fat,0.3775,4
try,0.405,1
kind,0.405,1
trial,0.3425,3
develop,0.46,0
current,0.33,2
safety,0.2575,2
medicine,0.37,5
understand,0.4,1
injury,0.4475,0
especially,0.4625,0
lower,0.4575,0
note,0.41,2
boost,0.385,7
perform,0.415,2
optimal,0.33,3
gain,0.3775,4
specific,0.34,3
late,0.355,6
form,0.33,3
prescribe,0.3525,3
suffer,0.38,4
statement,0.3425,3
without,0.38,3
day,0.33,3
involve,0.3275,2
professional,0.3525,0
indicate,0.3425,2
impact,0.3075,0
pill,0.33,3
shrunken,0.4625,0
gland,0.4475,0
exercise,0.285,4
typically,0.33,3
raise,0.4625,0
focus,0.375,4
fact,0.405,1
intricately,0.3725,4
free,0.34,1
cancer,0.405,0
maintain,0.3675,4
step,0.3075,4
discuss,0.345,0
year,0.3275,2
expert,0.325,6
base,0.3675,2
sleep,0.3975,0
require,0.315,2
general,0.2575,3
restore,0.365,4
stress,0.345,0
breast,0.465,0
potential,0.3575,1
early,0.345,4
concern,0.29,2
different,0.4025,1
example,0.2525,8
come,0.405,1
offer,0.3525,3
specialist,0.3325,5
depend,0.33,3
talk,0.405,1
injection,0.33,3
quality,0.34,4
menopause,0.33,4
key,0.2975,4
depression,0.3775,4
woman,0.4425,0
weight,0.355,4
diagnosis,0.345,3
gel,0.33,3
research,0.365,5
hair,0.455,0
pituitary,0.4475,0
people,0.405,1
testis,0.4475,0
consider,0.345,2
diabete,0.3825,0
overall,0.3825,4
testicle,0.4475,0
significant,0.355,3
sign,0.35,4
question,0.3975,1
prostate,0.3475,1
suggest,0.3425,2
measure,0.35,3
vary,0.3475,3
check,0.4025,1
aging,0.4125,4
right,0.405,1
avoid,0.33,3
follow,0.345,2
decline,0.3575,4
feel,0.405,1
look,0.405,1
tell,0.405,1
work,0.405,1
associate,0.43,0
lot,0.405,1
lack,0.3775,4
way,0.405,1
common,0.44,0
manage,0.3,2
individual,0.4625,2
benefit,0.2875,2
provide,0.3625,2
think,0.405,1
role,0.38,0
hormonal,0.4575,0
term,0.3525,3
clinic,0.38,0
disease,0.4475,0
effective,0.335,3
old,0.335,1
function,0.3775,0
factor,0.4225,0
haul,0.38,1
know,0.405,1
great,0.405,1
balance,0.3125,2
primary,0.4475,0
loss,0.375,4
total,0.3425,3
naturally,0.4625,0
mean,0.405,1
medication,0.33,3
physical,0.3775,4
sex,0.37,0
contact,0.3225,3
lead,0.465,0
issue,0.5,0
natural,0.4575,0
storage,0.3325,0
libido,0.3775,4
study,0.35,3
thing,0.405,1
care,0.235,0
sexual,0.3775,4
mass,0.375,4
treat,0.3475,3
deficiency,0.3575,3
bone,0.375,4
healthy,0.665,7
reduce,0.3775,4
time,0.405,1
muscle,0.3775,4
heart,0.26,4
process,0.2225,2
range,0.3725,2
produce,0.4475,0
affect,0.4625,0
decrease,0.375,4
certain,0.4475,0
diagnose,0.34,3
fatigue,0.3775,4
energy,0.3775,4
option,0.37,3
improve,0.38,4
effect,0.33,3
mood,0.3775,4
find,0.3975,1
provider,0.32,3
start,0.405,1
normal,0.2775,1
long,0.33,3
good,0.405,1
use,0.2625,1
life,0.335,1
problem,0.4525,0
hypogonadism,0.515,6
erectile,0.3775,4
relate,0.3675,3
risk,0.335,3
experience,0.38,4
dysfunction,0.3775,4
production,0.45,0
body,0.3525,0
doctor,0.375,0
test,0.3475,2
lifestyle,0.2725,4
change,0.335,0
age,0.2975,3
therapy,0.3425,3
like,0.405,1
increase,0.4025,0
medical,0.3675,5
result,0.3475,3
male,0.4975,6
high,0.45,0
help,0.405,1
condition,0.4475,0
replacement,0.26,6
need,0.3825,0
patient,0.4875,2
important,0.405,1
drive,0.3775,4
symptom,0.3775,4
health,0.3575,5
blood,0.465,0
hormone,0.4475,0
include,0.4025,0
cause,0.4475,0
trt,0.345,3
not,0.405,1
treatment,0.4475,2
man,0.31,2
level,0.4325,0
low,0.3775,4
testosterone,0.3675,3
